Student
     0.001	    0.0001	         0	 0.7743	 0.0276	
     0.001	    0.0001	       0.2	 0.7734	 0.0273	
     0.001	    0.0001	       0.4	 0.7738	 0.0290	
     0.001	    0.0001	       0.6	 0.7726	 0.0301	
     0.001	    0.0001	       0.8	 0.7698	 0.0303	

     0.001	    0.0005	         0	 0.7696	 0.0291	
     0.001	    0.0005	       0.2	 0.7705	 0.0295	
     0.001	    0.0005	       0.4	 0.7706	 0.0295	
     0.001	    0.0005	       0.6	 0.7692	 0.0296	
     0.001	    0.0005	       0.8	 0.7692	 0.0320	

     0.005	    0.0001	         0	 0.7800	 0.0271	
     0.005	    0.0001	       0.2	 0.7744	 0.0284	
     0.005	    0.0001	       0.4	 0.7749	 0.0308	
     0.005	    0.0001	       0.6	 0.7725	 0.0317	
     0.005	    0.0001	       0.8	 0.7729	 0.0307	

     0.005	    0.0005	         0	 0.7713	 0.0289	
     0.005	    0.0005	       0.2	 0.7690	 0.0287	
     0.005	    0.0005	       0.4	 0.7722	 0.0265	
     0.005	    0.0005	       0.6	 0.7733	 0.0302	
     0.005	    0.0005	       0.8	 0.7707	 0.0298	

      0.01	    0.0001	         0	 0.7781	 0.0267	
      0.01	    0.0001	       0.2	 0.7770	 0.0253	
      0.01	    0.0001	       0.4	 0.7765	 0.0269	
      0.01	    0.0001	       0.6	 0.7734	 0.0297	
      0.01	    0.0001	       0.8	 0.7682	 0.0328	

      0.01	    0.0005	         0	 0.7699	 0.0284	
      0.01	    0.0005	       0.2	 0.7673	 0.0298	
      0.01	    0.0005	       0.4	 0.7691	 0.0270	
      0.01	    0.0005	       0.6	 0.7699	 0.0273	
      0.01	    0.0005	       0.8	 0.7687	 0.0331	

Student
     0.005	         0	         0	 0.7771	 0.0262	
     0.005	         0	      0.05	 0.7761	 0.0252	
     0.005	         0	       0.1	 0.7776	 0.0263	

     0.005	    0.0001	         0	 0.7800	 0.0271	
     0.005	    0.0001	      0.05	 0.7777	 0.0276	
     0.005	    0.0001	       0.1	 0.7754	 0.0278	

     0.006	         0	         0	 0.7771	 0.0297	
     0.006	         0	      0.05	 0.7765	 0.0294	
     0.006	         0	       0.1	 0.7778	 0.0270	

     0.006	    0.0001	         0	 0.7773	 0.0260	
     0.006	    0.0001	      0.05	 0.7753	 0.0281	
     0.006	    0.0001	       0.1	 0.7786	 0.0283	

     0.007	         0	         0	 0.7720	 0.0285	
     0.007	         0	      0.05	 0.7767	 0.0299	
     0.007	         0	       0.1	 0.7793	 0.0286	

     0.007	    0.0001	         0	 0.7794	 0.0280	
     0.007	    0.0001	      0.05	 0.7782	 0.0250	
     0.007	    0.0001	       0.1	 0.7777	 0.0274	

     0.008	         0	         0	 0.7733	 0.0317	
     0.008	         0	      0.05	 0.7804	 0.0264	
     0.008	         0	       0.1	 0.7786	 0.0269	

     0.008	    0.0001	         0	 0.7764	 0.0269	
     0.008	    0.0001	      0.05	 0.7785	 0.0246	
     0.008	    0.0001	       0.1	 0.7786	 0.0260	

     0.009	         0	         0	 0.7745	 0.0292	
     0.009	         0	      0.05	 0.7754	 0.0304	
     0.009	         0	       0.1	 0.7761	 0.0306	

     0.009	    0.0001	         0	 0.7773	 0.0264	
     0.009	    0.0001	      0.05	 0.7801	 0.0261	
     0.009	    0.0001	       0.1	 0.7775	 0.0260	

      0.01	         0	         0	 0.7768	 0.0231	
      0.01	         0	      0.05	 0.7765	 0.0270	
      0.01	         0	       0.1	 0.7771	 0.0266	

      0.01	    0.0001	         0	 0.7781	 0.0267	
      0.01	    0.0001	      0.05	 0.7766	 0.0262	
      0.01	    0.0001	       0.1	 0.7759	 0.0254	

     0.011	         0	         0	 0.7755	 0.0277	
     0.011	         0	      0.05	 0.7774	 0.0261	
     0.011	         0	       0.1	 0.7772	 0.0306	

     0.011	    0.0001	         0	 0.7784	 0.0269	
     0.011	    0.0001	      0.05	 0.7732	 0.0282	
     0.011	    0.0001	       0.1	 0.7787	 0.0253	

     0.012	         0	         0	 0.7740	 0.0282	
     0.012	         0	      0.05	 0.7752	 0.0327	
     0.012	         0	       0.1	 0.7766	 0.0302	

     0.012	    0.0001	         0	 0.7775	 0.0264	
     0.012	    0.0001	      0.05	 0.7757	 0.0275	
     0.012	    0.0001	       0.1	 0.7786	 0.0245	

     0.013	         0	         0	 0.7747	 0.0279	
     0.013	         0	      0.05	 0.7775	 0.0299	
     0.013	         0	       0.1	 0.7785	 0.0287	

     0.013	    0.0001	         0	 0.7754	 0.0291	
     0.013	    0.0001	      0.05	 0.7743	 0.0273	
     0.013	    0.0001	       0.1	 0.7755	 0.0287	

     0.014	         0	         0	 0.7748	 0.0278	
     0.014	         0	      0.05	 0.7746	 0.0316	
     0.014	         0	       0.1	 0.7776	 0.0286	

     0.014	    0.0001	         0	 0.7807	 0.0259	
     0.014	    0.0001	      0.05	 0.7757	 0.0278	
     0.014	    0.0001	       0.1	 0.7775	 0.0260	

