Student
      0.01	         0	         0	      0.01	         0	       0.1	      0.01	         0	       0.2	      0.01	         0	       0.3	Student
      0.01	         0	         0	 0.7270	 0.0235	
      0.01	         0	       0.1	 0.7213	 0.0233	
      0.01	         0	       0.2	 0.7193	 0.0265	
      0.01	         0	       0.3	 0.7198	 0.0248	
      0.01	         0	       0.4	 0.7213	 0.0282	
      0.01	         0	       0.5	 0.7202	 0.0224	
      0.01	         0	       0.6	 0.7204	 0.0294	

     0.005	         0	         0	 0.7245	 0.0230	
     0.005	         0	       0.1	 0.7194	 0.0269	
     0.005	         0	       0.2	 0.7220	 0.0257	
     0.005	         0	       0.3	 0.7206	 0.0240	
     0.005	         0	       0.4	 0.7189	 0.0260	
     0.005	         0	       0.5	 0.7219	 0.0238	
     0.005	         0	       0.6	 0.7269	 0.0309	

Student
      0.01	         0	         0	Student
      0.01	         0	         0	 0.7270	 0.0235	
      0.01	         0	       0.1	 0.7213	 0.0233	
      0.01	         0	       0.2	 0.7193	 0.0265	
      0.01	         0	       0.3	 0.7198	 0.0248	
      0.01	         0	       0.4	 0.7213	 0.0282	
      0.01	         0	       0.5	 0.7202	 0.0224	
      0.01	         0	       0.6	 0.7204	 0.0294	

      0.01	     0.001	         0	 0.7270	 0.0251	
      0.01	     0.001	       0.1	 0.7257	 0.0174	
      0.01	     0.001	       0.2	 0.7220	 0.0275	
      0.01	     0.001	       0.3	 0.7192	 0.0228	
      0.01	     0.001	       0.4	 0.7302	 0.0241	
      0.01	     0.001	       0.5	 0.7253	 0.0250	
      0.01	     0.001	       0.6	 0.7243	 0.0283	

      0.01	     0.002	         0	 0.7230	 0.0212	
      0.01	     0.002	       0.1	 0.7278	 0.0286	
      0.01	     0.002	       0.2	 0.7182	 0.0297	
      0.01	     0.002	       0.3	 0.7331	 0.0257	
      0.01	     0.002	       0.4	 0.7256	 0.0272	
      0.01	     0.002	       0.5	 0.7284	 0.0255	
      0.01	     0.002	       0.6	 0.7239	 0.0210	

      0.01	     0.005	         0	 0.7230	 0.0325	
      0.01	     0.005	       0.1	 0.7239	 0.0269	
      0.01	     0.005	       0.2	 0.7330	 0.0204	
      0.01	     0.005	       0.3	 0.7183	 0.0315	
      0.01	     0.005	       0.4	 0.7202	 0.0266	
      0.01	     0.005	       0.5	 0.7112	 0.0432	
      0.01	     0.005	       0.6	 0.7234	 0.0242	

     0.005	         0	         0	 0.7245	 0.0230	
     0.005	         0	       0.1	 0.7194	 0.0269	
     0.005	         0	       0.2	 0.7220	 0.0257	
     0.005	         0	       0.3	 0.7206	 0.0240	
     0.005	         0	       0.4	 0.7189	 0.0260	
     0.005	         0	       0.5	 0.7219	 0.0238	
     0.005	         0	       0.6	 0.7269	 0.0309	

     0.005	     0.001	         0	 0.7250	 0.0193	
     0.005	     0.001	       0.1	 0.7202	 0.0243	
     0.005	     0.001	       0.2	 0.7253	 0.0251	
     0.005	     0.001	       0.3	 0.7254	 0.0230	
     0.005	     0.001	       0.4	 0.7249	 0.0250	
     0.005	     0.001	       0.5	 0.7230	 0.0276	
     0.005	     0.001	       0.6	 0.7272	 0.0263	

     0.005	     0.002	         0	 0.7255	 0.0296	
     0.005	     0.002	       0.1	 0.7320	 0.0243	
     0.005	     0.002	       0.2	 0.7285	 0.0212	
     0.005	     0.002	       0.3	 0.7246	 0.0267	
     0.005	     0.002	       0.4	 0.7208	 0.0264	
     0.005	     0.002	       0.5	 0.7222	 0.0281	
     0.005	     0.002	       0.6	 0.7240	 0.0306	

     0.005	     0.005	         0	 0.7281	 0.0218	
     0.005	     0.005	       0.1	 0.7277	 0.0242	
     0.005	     0.005	       0.2	 0.7222	 0.0299	
     0.005	     0.005	       0.3	 0.7249	 0.0276	
     0.005	     0.005	       0.4	 0.7262	 0.0261	
     0.005	     0.005	       0.5	 0.7201	 0.0329	
     0.005	     0.005	       0.6	 0.7220	 0.0326	

     0.001	         0	         0	 0.7206	 0.0252	
     0.001	         0	       0.1	 0.7196	 0.0250	
     0.001	         0	       0.2	 0.7198	 0.0269	
     0.001	         0	       0.3	 0.7209	 0.0263	
     0.001	         0	       0.4	 0.7228	 0.0261	
     0.001	         0	       0.5	 0.7227	 0.0254	
     0.001	         0	       0.6	 0.7227	 0.0258	

     0.001	     0.001	         0	 0.7325	 0.0259	
     0.001	     0.001	       0.1	 0.7312	 0.0254	
     0.001	     0.001	       0.2	 0.7245	 0.0267	
     0.001	     0.001	       0.3	 0.7269	 0.0249	
     0.001	     0.001	       0.4	 0.7260	 0.0251	
     0.001	     0.001	       0.5	 0.7248	 0.0270	
     0.001	     0.001	       0.6	 0.7277	 0.0287	

     0.001	     0.002	         0	 0.7367	 0.0232	
     0.001	     0.002	       0.1	 0.7324	 0.0271	
     0.001	     0.002	       0.2	 0.7318	 0.0260	
     0.001	     0.002	       0.3	 0.7341	 0.0264	
     0.001	     0.002	       0.4	 0.7292	 0.0290	
     0.001	     0.002	       0.5	 0.7274	 0.0310	
     0.001	     0.002	       0.6	 0.7265	 0.0309	

     0.001	     0.005	         0	 0.7265	 0.0360	
     0.001	     0.005	       0.1	 0.7270	 0.0336	
     0.001	     0.005	       0.2	 0.7265	 0.0345	
     0.001	     0.005	       0.3	 0.7262	 0.0342	
     0.001	     0.005	       0.4	 0.7255	 0.0352	
     0.001	     0.005	       0.5	 0.7230	 0.0430	
     0.001	     0.005	       0.6	 0.7222	 0.0417	

Student
     0.001	    0.0015	         0	 0.7324	 0.0261	

     0.001	    0.0018	         0	 0.7362	 0.0233	

     0.001	     0.002	         0	 0.7367	 0.0232	

     0.001	    0.0022	         0	 0.7354	 0.0232	

    0.0015	    0.0015	         0	 0.7313	 0.0222	

    0.0015	    0.0018	         0	 0.7276	 0.0233	

    0.0015	     0.002	         0	 0.7309	 0.0269	

    0.0015	    0.0022	         0	 0.7291	 0.0229	

     0.002	    0.0015	         0	 0.7288	 0.0257	

     0.002	    0.0018	         0	 0.7275	 0.0230	

     0.002	     0.002	         0	 0.7285	 0.0248	

     0.002	    0.0022	         0	 0.7285	 0.0243	

Student
    0.0005	     0.002	         0	 0.7351	 0.0262	

    0.0007	     0.002	         0	 0.7350	 0.0260	

    0.0009	     0.002	         0	 0.7343	 0.0229	

    0.0011	     0.002	         0	 0.7350	 0.0227	

    0.0013	     0.002	         0	 0.7336	 0.0270	

