Student
      0.01	         0	         0	      0.01	         0	       0.1	      0.01	         0	       0.2	      0.01	         0	       0.3	      0.01	         0	       0.4	      0.01	         0	       0.5	      0.01	         0	       0.6	
      0.01	     0.001	         0	      0.01	     0.001	       0.1	      0.01	     0.001	       0.2	      0.01	     0.001	       0.3	      0.01	     0.001	       0.4	      0.01	     0.001	       0.5	      0.01	     0.001	       0.6	
      0.01	     0.002	         0	      0.01	     0.002	       0.1	      0.01	     0.002	       0.2	      0.01	     0.002	       0.3	      0.01	     0.002	       0.4	      0.01	     0.002	       0.5	      0.01	     0.002	       0.6	
      0.01	     0.005	         0	      0.01	     0.005	       0.1	      0.01	     0.005	       0.2	      0.01	     0.005	       0.3	      0.01	     0.005	       0.4	      0.01	     0.005	       0.5	      0.01	     0.005	       0.6	
     0.005	         0	         0	Student
      0.01	         0	         0	 0.7198	 0.0158	
      0.01	         0	       0.1	 0.7212	 0.0146	
      0.01	         0	       0.2	 0.7208	 0.0163	
      0.01	         0	       0.3	 0.7196	 0.0144	
      0.01	         0	       0.4	 0.7202	 0.0156	
      0.01	         0	       0.5	 0.7228	 0.0130	
      0.01	         0	       0.6	 0.7218	 0.0143	

      0.01	     0.001	         0	 0.7219	 0.0178	
      0.01	     0.001	       0.1	 0.7232	 0.0145	
      0.01	     0.001	       0.2	 0.7233	 0.0137	
      0.01	     0.001	       0.3	 0.7274	 0.0165	
      0.01	     0.001	       0.4	 0.7228	 0.0166	
      0.01	     0.001	       0.5	 0.7249	 0.0117	
      0.01	     0.001	       0.6	 0.7306	 0.0129	

      0.01	     0.002	         0	 0.7291	 0.0159	
      0.01	     0.002	       0.1	 0.7293	 0.0183	
      0.01	     0.002	       0.2	 0.7278	 0.0162	
      0.01	     0.002	       0.3	 0.7263	 0.0131	
      0.01	     0.002	       0.4	 0.7283	 0.0155	
      0.01	     0.002	       0.5	 0.7318	 0.0146	
      0.01	     0.002	       0.6	 0.7328	 0.0175	

      0.01	     0.005	         0	 0.7295	 0.0135	
      0.01	     0.005	       0.1	 0.7323	 0.0151	
      0.01	     0.005	       0.2	 0.7284	 0.0149	
      0.01	     0.005	       0.3	 0.7314	 0.0208	
      0.01	     0.005	       0.4	 0.7326	 0.0111	
      0.01	     0.005	       0.5	 0.7357	 0.0127	
      0.01	     0.005	       0.6	 0.7371	 0.0101	

     0.005	         0	         0	 0.7259	 0.0141	
     0.005	         0	       0.1	 0.7206	 0.0155	
     0.005	         0	       0.2	 0.7186	 0.0132	
     0.005	         0	       0.3	 0.7193	 0.0167	
     0.005	         0	       0.4	 0.7200	 0.0133	
     0.005	         0	       0.5	 0.7241	 0.0170	
     0.005	         0	       0.6	 0.7356	 0.0192	

     0.005	     0.001	         0	 0.7241	 0.0154	
     0.005	     0.001	       0.1	 0.7245	 0.0167	
     0.005	     0.001	       0.2	 0.7264	 0.0164	
     0.005	     0.001	       0.3	 0.7271	 0.0149	
     0.005	     0.001	       0.4	 0.7238	 0.0153	
     0.005	     0.001	       0.5	 0.7292	 0.0177	
     0.005	     0.001	       0.6	 0.7305	 0.0183	

     0.005	     0.002	         0	 0.7286	 0.0140	
     0.005	     0.002	       0.1	 0.7297	 0.0173	
     0.005	     0.002	       0.2	 0.7263	 0.0159	
     0.005	     0.002	       0.3	 0.7304	 0.0146	
     0.005	     0.002	       0.4	 0.7267	 0.0173	
     0.005	     0.002	       0.5	 0.7299	 0.0197	
     0.005	     0.002	       0.6	 0.7362	 0.0148	

     0.005	     0.005	         0	 0.7340	 0.0135	
     0.005	     0.005	       0.1	 0.7358	 0.0156	
     0.005	     0.005	       0.2	 0.7326	 0.0154	
     0.005	     0.005	       0.3	 0.7347	 0.0132	
     0.005	     0.005	       0.4	 0.7346	 0.0156	
     0.005	     0.005	       0.5	 0.7333	 0.0131	
     0.005	     0.005	       0.6	 0.7375	 0.0112	

     0.001	         0	         0	 0.7284	 0.0161	
     0.001	         0	       0.1	 0.7260	 0.0156	
     0.001	         0	       0.2	 0.7265	 0.0154	
     0.001	         0	       0.3	 0.7273	 0.0164	
     0.001	         0	       0.4	 0.7281	 0.0151	
     0.001	         0	       0.5	 0.7334	 0.0156	
     0.001	         0	       0.6	 0.7306	 0.0125	

     0.001	     0.001	         0	 0.7312	 0.0175	
     0.001	     0.001	       0.1	 0.7310	 0.0197	
     0.001	     0.001	       0.2	 0.7313	 0.0174	
     0.001	     0.001	       0.3	 0.7277	 0.0162	
     0.001	     0.001	       0.4	 0.7294	 0.0161	
     0.001	     0.001	       0.5	 0.7266	 0.0173	
     0.001	     0.001	       0.6	 0.7335	 0.0147	

     0.001	     0.002	         0	 0.7285	 0.0149	
     0.001	     0.002	       0.1	 0.7278	 0.0143	
     0.001	     0.002	       0.2	 0.7294	 0.0138	
     0.001	     0.002	       0.3	 0.7308	 0.0163	
     0.001	     0.002	       0.4	 0.7324	 0.0165	
     0.001	     0.002	       0.5	 0.7330	 0.0150	
     0.001	     0.002	       0.6	 0.7325	 0.0148	

     0.001	     0.005	         0	 0.7331	 0.0139	
     0.001	     0.005	       0.1	 0.7372	 0.0151	
